ID;OBJECTID,N,10,0;gz_id;start;start_ex;end_;end_ex;label;iglesia_cat;servido_por;categoria;cat_esp;cabildo;nombre;nombrehoy;santo;variantes;curato_generico;partido_generico;provincia_generica;region;pais;lat;lon;cert;metodo;fuente;last_edited_by;last_edited_date;es_parte_de;parcialidad;importancia
2219;9878;1001998;1111;start;9999;end;Pungarabato;Curato;;Pueblo;Pueblo de indios;s.d.;San Juan Bautista Pungarabato (Ciudad Altamirano);Ciudad Altamirano;;;Pungarabato;Huetamo;Michoacan;NES;MEX;18,360278;-100,668056;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2220;10925;1001999;1111;start;9999;end;San Lucas;s.d.;;Pueblo;Pueblo de indios;s.d.;San Lucas;;;;;Huetamo;Michoacan;NES;MEX;18,588333;-100,787222;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2221;4354;1002000;1111;start;9999;end;Tanganhuato;s.d.;;Pueblo;Pueblo de indios;s.d.;Santiago Tanganhuato;;Santiago;;;Huetamo;Michoacan;NES;MEX;18,281667;-100,611944;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2222;12333;1002001;1111;start;9999;end;Tlapehuala;s.d.;;Pueblo;Pueblo de indios;s.d.;Asuncion Tlapehuala;;Asuncion;;;Huetamo;Michoacan;NES;MEX;18,241667;-100,534722;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2223;5375;1002002;1111;start;9999;end;Zirandaro;Curato;;Pueblo;Pueblo de indios;s.d.;San Nicolas Zirandaro;;San Nicolas;;Zirandaro;Huetamo;Michoacan;NES;MEX;18,476944;-100,979444;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2224;7848;1002003;1111;start;9999;end;Singuio;s.d.;;Pueblo;Pueblo de indios;s.d.;Santiago Singuio;;Santiago;;;Indaparapeo;Michoacan;NES;MEX;19,869722;-100,9775;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2225;2296;1002004;1111;start;9999;end;Tarimbaro;Curato;;Pueblo;Pueblo de indios;s.d.;San Miguel Tarimbaro;;San Miguel;;Tarimbaro;Indaparapeo;Michoacan;NES;MEX;19,793056;-101,176944;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2226;8875;1002005;1740;ca;9999;end;Cotija de la Paz;s.d.;;Poblacion;Valle;s.d.;Cotija de la Paz;;;"Valle de Cotija;";;Tinguindin;Michoacan;NES;MEX;19,808976;-102,698543;Suficiente;Geoservice/Satelite;gerhardNE;HGIS;18.01.2018;0;No;8
2227;8424;1002007;1111;start;9999;end;Atapan;s.d.;;Pueblo;Pueblo de indios;s.d.;Santiago Atapan;;Santiago;;;Tinguindin;Michoacan;NES;MEX;19,650833;-102,421111;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2228;9649;1002008;1111;start;9999;end;Charapan;Curato;;Pueblo;Pueblo de indios;s.d.;San Antonio Charapan;;San Antonio;;Charapan;Jiquilpan;Michoacan;NES;MEX;19,649444;-102,250278;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2229;12261;1002009;1111;start;9999;end;Ocumicho;s.d.;;Pueblo;Pueblo de indios;s.d.;San Pedro Ocumicho;;San Pedro;;;Jiquilpan;Michoacan;NES;MEX;19,796389;-102,221111;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2230;577;1002010;1111;start;9999;end;Pamatacuaro;s.d.;;Pueblo;Pueblo de indios;s.d.;San Juan Pamatacuaro;;San Juan;;;Tinguindin;Michoacan;NES;MEX;19,690556;-102,344722;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2231;7717;1002011;1111;start;9999;end;Patamban;Curato;;Pueblo;Pueblo de indios;s.d.;Asuncion Patamban;;Asuncion;;Patamban;Jiquilpan;Michoacan;NES;MEX;19,8025;-102,288889;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2232;11935;1002012;1111;start;9999;end;San Juan Periban;Curato;;Pueblo;Pueblo de indios;s.d.;San Juan Periban;;San Juan;;Periban;Jiquilpan;Michoacan;NES;MEX;19,516944;-102,414167;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2233;9063;1002013;1111;start;9999;end;San Francisco Periban;s.d.;;Pueblo;Pueblo de indios;s.d.;San Francisco Periban;;San Francisco;;;Jiquilpan;Michoacan;NES;MEX;19,555556;-102,4;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2234;13172;1002014;1111;start;9999;end;San Angel;s.d.;;Pueblo;Pueblo de indios;s.d.;San Angel;;;;;Jiquilpan;Michoacan;NES;MEX;19,858056;-102,546944;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2235;3585;1002015;1111;start;9999;end;San Gabriel;s.d.;;Pueblo;Pueblo de indios;s.d.;San Gabriel;;;;;Jiquilpan;Michoacan;NES;MEX;19,585;-102,463889;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2236;13215;1002016;1111;start;9999;end;Santos Reyes;s.d.;;Pueblo;Pueblo de indios;s.d.;Santos Reyes;;;;;Jiquilpan;Michoacan;NES;MEX;19,589444;-102,474167;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2237;8692;1002017;1111;start;9999;end;Tacatzcuaro;s.d.;;Pueblo;Pueblo de indios;s.d.;Tacatzcuaro;;;;;Tinguindin;Michoacan;NES;MEX;19,728889;-102,545833;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2238;8347;1002018;1111;start;9999;end;Tarecuato;Curato;;Pueblo;Pueblo de indios;s.d.;San Francisco Tarecuato;;San Francisco;;Tarecuato;Jiquilpan;Michoacan;NES;MEX;19,844167;-102,461389;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2239;13217;1002019;1111;start;9999;end;Tinguindin;Curato;;Pueblo;Pueblo de indios;s.d.;Asuncion Tinguindin;;Asuncion;;Tinguindin;Tinguindin;Michoacan;NES;MEX;19,738056;-102,482222;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2240;9969;1002020;1111;start;9999;end;Zicuicho;s.d.;;Pueblo;Pueblo de indios;s.d.;Zicuicho;;;;;Tinguindin;Michoacan;NES;MEX;19,661389;-102,334444;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2241;9593;1002022;1111;start;9999;end;La Cofradia De Coire;s.d.;;Poblacion;"""Pueblo""";s.d.;La Cofradia De Coire;;;;;Motines;Michoacan;NES;MEX;18,554632;-103,417947;Suficiente;Geoservice/Satelite;gerhardNE;HGIS;18.01.2018;0;No;8
2242;1604;1002024;1111;start;9999;end;Aquila;s.d.;;Pueblo;Pueblo de indios;s.d.;San Miguel Aquila;;San Miguel;;;Motines;Michoacan;NES;MEX;18,598611;-103,504167;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2243;2417;1002025;1111;start;9999;end;Chamila;s.d.;;Pueblo;Pueblo de indios;s.d.;San Salvador Chamila;;San Salvador;;;Motines;Michoacan;NES;MEX;18,948889;-103,685;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2244;12796;1002026;1111;start;9999;end;Coalcoman;Curato;;Pueblo;Pueblo de indios;s.d.;Santiago Coalcoman;;Santiago;;Coalcoman;Motines;Michoacan;NES;MEX;18,776944;-103,16;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2245;4880;1002027;1111;start;9999;end;Coire;s.d.;;Pueblo;Pueblo de indios;s.d.;Coire;;;;;Motines;Michoacan;NES;MEX;18,393056;-103,317222;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2246;9523;1002028;1111;start;9999;end;Jolotlan;s.d.;;Pueblo;Pueblo de indios;s.d.;Jolotlan;;;;;Motines;Michoacan;NES;MEX;18,969167;-103,589167;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2247;1374;1002029;1111;start;9999;end;Maquili;Curato;;Pueblo;Pueblo de indios;s.d.;San Pedro Maquili;;San Pedro;;Maquili;Motines;Michoacan;NES;MEX;18,580833;-103,534167;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2248;13429;1002030;1111;start;9999;end;Ostula;s.d.;;Pueblo;Pueblo de indios;s.d.;Santa Maria Ostula;;Santa Maria;;;Motines;Michoacan;NES;MEX;18,502778;-103,476944;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2249;5196;1002031;1111;start;9999;end;Pomaro;Curato;;Pueblo;Pueblo de indios;s.d.;Santos Reyes Pomaro;;Santos Reyes;;Pomaro;Motines;Michoacan;NES;MEX;18,340556;-103,307778;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2250;12542;1002032;1111;start;9999;end;Zinacamitlan;s.d.;;Pueblo;Pueblo de indios;s.d.;Zinacamitlan;;;;;Motines;Michoacan;NES;MEX;18,978889;-103,695833;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2251;2788;1002033;1111;start;9999;end;Ahuiran;s.d.;;Pueblo;Pueblo de indios;s.d.;San Mateo Ahuiran;;San Mateo;;;Paracho;Michoacan;NES;MEX;19,665278;-102,073056;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2252;1828;1002034;1111;start;9999;end;Arantepacua;s.d.;;Pueblo;Pueblo de indios;s.d.;Santa Maria Arantepacua;;Santa Maria;;;Paracho;Michoacan;NES;MEX;19,593611;-101,968056;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2253;215;1002035;1111;start;9999;end;Aranza;s.d.;;Pueblo;Pueblo de indios;s.d.;San Jeronimo Aranza;;San Jeronimo;;;Paracho;Michoacan;NES;MEX;19,662222;-102,023611;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2254;4527;1002036;1111;start;9999;end;Capacuaro;Curato;;Pueblo;Pueblo de indios;s.d.;San Francisco Capacuaro;;San Francisco;;Capacuaro;Paracho;Michoacan;NES;MEX;19,545;-102,0525;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2255;2025;1002037;1111;start;9999;end;Cheran;s.d.;;Pueblo;Pueblo de indios;s.d.;San Francisco Cheran;;San Francisco;;;Paracho;Michoacan;NES;MEX;19,686111;-101,954722;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2256;9367;1002038;1111;start;9999;end;Cheranatzicuirin;s.d.;;Pueblo;Pueblo de indios;s.d.;Santa Maria Cheranatzicuirin;;Santa Maria;;;Paracho;Michoacan;NES;MEX;19,699444;-102,015556;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2257;14863;1002039;1111;start;9999;end;Cocucho;s.d.;;Pueblo;Pueblo de indios;s.d.;San Bartolome Cocucho;;San Bartolome;;;Paracho;Michoacan;NES;MEX;19,693333;-102,188889;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2258;2923;1002040;1111;start;9999;end;Comachuen;s.d.;;Pueblo;Pueblo de indios;s.d.;Santa Maria Comachuen;;Santa Maria;;;Paracho;Michoacan;NES;MEX;19,570278;-101,904722;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2259;12517;1002041;1111;start;9999;end;Nahuatzen;Curato;;Pueblo;Pueblo de indios;s.d.;San Luis Nahuatzen;;San Luis;;Nahuatzen;Paracho;Michoacan;NES;MEX;19,653056;-101,915556;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2260;5335;1002042;1111;start;9999;end;Nurio;s.d.;;Pueblo;Pueblo de indios;s.d.;Santiago Nurio;;Santiago;;;Paracho;Michoacan;NES;MEX;19,654722;-102,130556;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2261;13176;1002043;1111;start;9999;end;Pomocuaran;s.d.;;Pueblo;Pueblo de indios;s.d.;San Miguel Pomocuaran;;San Miguel;;;Paracho;Michoacan;NES;MEX;19,619722;-102,1025;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2262;5336;1002044;1111;start;9999;end;Quinceo;s.d.;;Pueblo;Pueblo de indios;s.d.;Magdalena Quinceo;;Magdalena;;;Paracho;Michoacan;NES;MEX;19,593056;-101,999167;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2263;6760;1002045;1111;start;9999;end;Sevina;s.d.;;Pueblo;Pueblo de indios;s.d.;Santa Maria Sevina;;Santa Maria;;;Paracho;Michoacan;NES;MEX;19,627222;-101,898333;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2264;12295;1002046;1111;start;9999;end;Tanaco;s.d.;;Pueblo;Pueblo de indios;s.d.;Santa Cruz Tanaco;;Santa Cruz;;;Paracho;Michoacan;NES;MEX;19,736944;-102,079167;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2265;13382;1002047;1111;start;9999;end;Turicuaro;s.d.;;Pueblo;Pueblo de indios;s.d.;San Andres Turicuaro;;San Andres;;;Paracho;Michoacan;NES;MEX;19,570278;-101,939444;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2266;11611;1002048;1111;start;9999;end;Urapicho;s.d.;;Pueblo;Pueblo de indios;s.d.;Santa Maria Urapicho;;Santa Maria;;;Paracho;Michoacan;NES;MEX;19,680833;-102,111944;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2267;8350;1002049;1111;start;9999;end;Chapitiro;s.d.;;Pueblo;Pueblo de indios;s.d.;Santa Ana Chapitiro;;Santa Ana;;;Patzcuaro;Michoacan;NES;MEX;19,525;-101,653333;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2268;8559;1002050;1111;start;9999;end;Cuanajo;s.d.;;Pueblo;Pueblo de indios;s.d.;Natividad Cuanajo;;Natividad;;;Patzcuaro;Michoacan;NES;MEX;19,484444;-101,506944;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2269;9300;1002051;1111;start;9999;end;Cucuchucho;s.d.;;Pueblo;Pueblo de indios;s.d.;San Pedro Cucuchucho;;San Pedro;;;Patzcuaro;Michoacan;NES;MEX;19,582778;-101,630833;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2270;4619;1002052;1111;start;9999;end;Huecorio;s.d.;;Pueblo;Pueblo de indios;s.d.;San Jose Huecorio;;San Jose;;;Patzcuaro;Michoacan;NES;MEX;19,537222;-101,633333;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2271;7277;1002053;1111;start;9999;end;Ihuatzio;s.d.;;Pueblo;Pueblo de indios;s.d.;San Francisco Ihuatzio;;San Francisco;;;Patzcuaro;Michoacan;NES;MEX;19,565556;-101,617222;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2272;2627;1002054;1111;start;9999;end;Janitzio;s.d.;;Pueblo;Pueblo de indios;s.d.;San Jeronimo Janitzio;;San Jeronimo;;;Patzcuaro;Michoacan;NES;MEX;19,573056;-101,651667;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2273;9454;1002055;1111;start;9999;end;Nocutzepo;s.d.;;Pueblo;Pueblo de indios;s.d.;San Miguel Nocutzepo;;San Miguel;;;Patzcuaro;Michoacan;NES;MEX;19,528056;-101,697778;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2274;4439;1002056;1111;start;9999;end;Pareo;s.d.;;Pueblo;Pueblo de indios;s.d.;San Pedro Pareo;;San Pedro;;;Patzcuaro;Michoacan;NES;MEX;19,531667;-101,669722;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2275;5988;1002057;1111;start;9999;end;Pareo;s.d.;;Pueblo;Pueblo de indios;s.d.;San Bartolome Pareo (Lazaro Cardenas);Lazaro Cardenas;San Bartolome;;;Patzcuaro;Michoacan;NES;MEX;19,526389;-101,678333;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2276;7909;1002058;1111;start;9999;end;Tocuaro;s.d.;;Pueblo;Pueblo de indios;s.d.;San Andres Tocuaro;;San Andres;;;Patzcuaro;Michoacan;NES;MEX;19,538611;-101,694722;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2277;9100;1002059;1111;start;9999;end;Tupataro;s.d.;;Pueblo;Pueblo de indios;s.d.;Santiago Tupataro;;Santiago;;;Patzcuaro;Michoacan;NES;MEX;19,501389;-101,491944;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2278;13192;1002060;1111;start;9999;end;Tzentzenguaro;s.d.;;Pueblo;Pueblo de indios;s.d.;Santa Maria Tzentzenguaro;;Santa Maria;;;Patzcuaro;Michoacan;NES;MEX;19,533333;-101,643889;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2279;1271;1002061;1540;exact;9999;end;Tzintzuntzan;Curato;;Pueblo;Pueblo de indios;s.d.;Santa Maria Tzintzuntzan;;Santa Maria;"Zinzunzan;";Tzintzuntzan;Patzcuaro;Michoacan;NES;MEX;19,627778;-101,578611;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2280;8570;1002061;1111;start;1536;exact;Tzintzuntzan;Curato;;Pueblo;Pueblo de indios;s.d.;Santa Maria Tzintzuntzan;;Santa Maria;"Zinzunzan;";Tzintzuntzan;Patzcuaro;Michoacan;NES;MEX;19,627778;-101,578611;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2281;13514;1002061;1537;exact;1539;exact;Tzintzuntzan;Sagrario;;Ciudad;Ciudad;Si;Santa Maria Tzintzuntzan;;Santa Maria;"Zinzunzan;";Tzintzuntzan;Patzcuaro;Michoacan;NES;MEX;19,627778;-101,578611;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;4
2282;3940;1002062;1111;start;9999;end;Zurumutaro;s.d.;;Pueblo;Pueblo de indios;s.d.;San Pedro Zurumutaro;;San Pedro;;;Patzcuaro;Michoacan;NES;MEX;19,546389;-101,588333;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2283;6692;1002063;1111;start;9999;end;Opopeo;s.d.;;Pueblo;Pueblo de indios;s.d.;Santa Maria Opopeo;;Santa Maria;;;Santa Clara del Cobre;Michoacan;NES;MEX;19,411944;-101,605;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2284;11568;1002064;1111;start;9999;end;Santa Fe de la Laguna;Curato;;Pueblo;Pueblo de indios;s.d.;Santa Fe de la Laguna;;;;Santa Fe de la Laguna;Cocupao;Michoacan;NES;MEX;19,6725;-101,554722;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2285;9463;1002065;1111;start;9999;end;Urecho;Curato;;Poblacion;"""Pueblo""";s.d.;Urecho;;;;Urecho;Urecho;Michoacan;NES;MEX;19,165724;-101,867096;Suficiente;Geoservice/Satelite;gerhardNE;HGIS;18.01.2018;0;No;6
2286;7686;1002066;1111;start;9999;end;Tingambato;Curato;;Pueblo;Pueblo de indios;s.d.;Santiago Tingambato;;Santiago;;Tingambato;Taretan;Michoacan;NES;MEX;19,501389;-101,852222;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2287;4070;1002067;1111;start;9999;end;Ziracuaretiro;s.d.;;Pueblo;Pueblo de indios;s.d.;San Andres Ziracuaretiro;;San Andres;;;Taretan;Michoacan;NES;MEX;19,416667;-101,911111;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2288;4178;1002068;1111;start;9999;end;Zurumucapio;s.d.;;Pueblo;Pueblo de indios;s.d.;San Angel Zurumucapio;;San Angel;;;Taretan;Michoacan;NES;MEX;19,447222;-101,888333;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2289;13115;1002069;1111;start;9999;end;Acuitzio;s.d.;;Pueblo;Pueblo de indios;s.d.;San Nicolas Acuitzio;;San Nicolas;;;Tiripetio;Michoacan;NES;MEX;19,495833;-101,331667;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2290;3808;1002070;1111;start;9999;end;Atecuaro;s.d.;;Pueblo;Pueblo de indios;s.d.;San Salvador Atecuaro;;San Salvador;;;Tiripetio;Michoacan;NES;MEX;19,581944;-101,188056;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2291;13156;1002071;1111;start;9999;end;Etucuaro;Curato;;Pueblo;Pueblo de indios;s.d.;San Francisco Etucuaro;;San Francisco;"Istapacoyuco;";Etucuaro;Tiripetio;Michoacan;NES;MEX;19,419722;-101,214444;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2292;1990;1002072;1111;start;9999;end;Huiramba;s.d.;;Pueblo;Pueblo de indios;s.d.;Huiramba;;;;;Tiripetio;Michoacan;NES;MEX;19,544444;-101,436111;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2293;5896;1002073;1111;start;9999;end;Undameo;Curato;;Pueblo;Pueblo de indios;s.d.;Santiago Undameo;;Santiago;;Undameo;Tiripetio;Michoacan;NES;MEX;19,594167;-101,284167;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2294;11660;1002074;1111;start;9999;end;Araro;s.d.;;Poblacion;"""Pueblo""";s.d.;Araro;;;;;Zinapecuaro;Michoacan;NES;MEX;19,905657;-100,822146;Suficiente;Geoservice/Satelite;gerhardNE;HGIS;18.01.2018;0;No;8
2295;4066;1002075;1111;start;9999;end;Siricuaro;s.d.;;Poblacion;"""Pueblo""";s.d.;Siricuaro;;;;;Zinapecuaro;Michoacan;NES;MEX;19,977755;-100,584438;Interpolada;Mapa moderno;gerhardNE;HGIS;18.01.2018;0;No;8
2296;2599;1002077;1111;start;9999;end;Asuncion;Curato;;Pueblo;Pueblo de indios;s.d.;Asuncion;;;"Santa Maria de los Angeles;";Asuncion;Tlalpujahua;Michoacan;NES;MEX;19,784722;-100,198611;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2297;12713;1002078;1111;start;9999;end;Remedios, Los;s.d.;;Pueblo;Pueblo de indios;s.d.;Remedios, Los;;;;;Tlalpujahua;Michoacan;NES;MEX;19,801944;-100,191111;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2298;9307;1002079;1111;start;9999;end;Tlacotepec;s.d.;;Pueblo;Pueblo de indios;s.d.;San Lorenzo Tlacotepec;;San Lorenzo;;;Tlalpujahua;Michoacan;NES;MEX;19,822778;-100,159444;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2299;9892;1002080;1111;start;9999;end;Tlalpujahuilla;s.d.;;Pueblo;Pueblo de indios;s.d.;San Juan Tlalpujahuilla;;San Juan;;;Tlalpujahua;Michoacan;NES;MEX;19,788611;-100,164167;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2300;1514;1002081;1111;start;9999;end;Acachuen;s.d.;;Pueblo;Pueblo de indios;s.d.;San Francisco Acachuen;;San Francisco;;;Chilchota;Michoacan;NES;MEX;19,846667;-102,091944;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2301;13366;1002082;1111;start;9999;end;Atacheo;s.d.;;Pueblo;Pueblo de indios;s.d.;Atacheo;;;;;Tlazazalca;Michoacan;NES;MEX;20,061111;-102,186944;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2302;9781;1002083;1111;start;9999;end;Carapan;s.d.;;Pueblo;Pueblo de indios;s.d.;San Juan Carapan;;San Juan;;;Chilchota;Michoacan;NES;MEX;19,859722;-102,037222;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2303;6189;1002084;1111;start;9999;end;Chilchota;Curato;;Pueblo;Pueblo de indios;s.d.;Santa Maria Chilchota;;Santa Maria;;Chilchota;Chilchota;Michoacan;NES;MEX;19,845556;-102,12;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2304;938;1002085;1111;start;9999;end;Ecuandureo;s.d.;;Pueblo;Pueblo de indios;s.d.;Reyes Ecuandureo;;Reyes;;;Tlazazalca;Michoacan;NES;MEX;20,161389;-102,191944;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2305;3469;1002086;1111;start;9999;end;Etucuaro;s.d.;;Pueblo;Pueblo de indios;s.d.;Etucuaro;;;;;Tlazazalca;Michoacan;NES;MEX;19,891944;-102,129444;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2306;11734;1002087;1111;start;9999;end;Huancito;s.d.;;Pueblo;Pueblo de indios;s.d.;San Sebastian Huancito;;San Sebastian;;;Chilchota;Michoacan;NES;MEX;19,847778;-102,069167;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2307;11501;1002088;1111;start;9999;end;Ichan;s.d.;;Pueblo;Pueblo de indios;s.d.;San Francisco Ichan;;San Francisco;;;Chilchota;Michoacan;NES;MEX;19,858056;-102,053333;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2308;6853;1002089;1111;start;9999;end;La Piedad;Curato;;Pueblo;Pueblo de indios;s.d.;San Sebastian La Piedad;;San Sebastian;;La Piedad;Tlazazalca;Michoacan;NES;MEX;20,338611;-102,024722;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;6
2309;8194;1002090;1111;start;9999;end;Penjamillo;s.d.;;Pueblo;Pueblo de indios;s.d.;San Juan Evangelista Penjamillo;;San Juan Evangelista;;;Tlazazalca;Michoacan;NES;MEX;20,103333;-101,933333;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2310;5747;1002091;1111;start;9999;end;Santo Tomas;s.d.;;Pueblo;Pueblo de indios;s.d.;Santo Tomas;;;;;Chilchota;Michoacan;NES;MEX;19,844444;-102,084722;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2311;1998;1002092;1111;start;9999;end;Tacuro;s.d.;;Pueblo;Pueblo de indios;s.d.;Santa Maria Tacuro;;Santa Maria;;;Chilchota;Michoacan;NES;MEX;19,856111;-102,050556;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2312;5364;1002093;1111;start;9999;end;Tanaquillo;s.d.;;Pueblo;Pueblo de indios;s.d.;San Miguel Tanaquillo;;San Miguel;;;Tlazazalca;Michoacan;NES;MEX;19,988056;-102,059444;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2313;6446;1002094;1111;start;9999;end;Tangueguato;s.d.;;Pueblo;Pueblo de indios;s.d.;San Pedro Tangueguato (Tanhuato);;San Pedro;Tanhuato;;Tlazazalca;Michoacan;NES;MEX;20,284167;-102,328056;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2314;2341;1002095;1111;start;9999;end;Uren;s.d.;;Pueblo;Pueblo de indios;s.d.;San Bartolome Uren;;San Bartolome;;;Chilchota;Michoacan;NES;MEX;19,843889;-102,105278;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
2315;11680;1002096;1111;start;9999;end;Yurecuaro;s.d.;;Pueblo;Pueblo de indios;s.d.;San Agustin Yurecuaro;;San Agustin;;;Tlazazalca;Michoacan;NES;MEX;20,336944;-102,283056;Buena;Geoservice/Satelite;tanck;HGIS;18.01.2018;0;No;8
